sample_id,frame_id,key_dis,urdf_id,num_points,num_kp,ini_base_r,ini_child_r,ini_base_t,ini_child_t,new_base_r,new_child_r,new_base_t,new_child_t,cam_base_r,cam_child_r,cam_base_t,cam_child_t
27,27,2,10040,1024,8,9.589355596293858,158.93662563108504,0.22063874,1.0143285174431684,8.366969346890514,5.126176678309186,0.18724641986613283,0.17184815517179533,8.438498741018108,5.710424652469727,0.18756082321545536,0.1537975436228609
28,28,3,10040,1024,8,8.666780928423377,84.37188484217609,0.35103586,0.7427700707905166,6.611351257115699,10.603812828605149,0.18661897338331743,0.18660209852547233,6.555700425177115,12.135425368987834,0.1735078752378389,0.21618741792255908
29,0,0,10040,1024,8,2.972428430684275,20.767631838276472,0.012797684,0.22903506125472048,0.01398822849713038,0.013988227454926255,1.5532562129811798e-07,1.6081171196546746e-07,0.0,0.0,3.461369616917914e-08,2.7730743892578845e-08
30,1,1,10040,1024,8,4.988844805229562,119.84913158145113,0.20050581,1.0569081388394117,5.263812454062786,10.099621592136979,0.17639372512842638,0.0812490464553414,5.2709807393500325,10.048195727999596,0.18249206896230044,0.09073776051592979
31,2,2,10040,1024,8,5.343094647173781,145.25049192500228,0.17810902,1.0099420862531916,4.922742006644622,7.294201685707397,0.13865555967321438,0.11013456340490586,4.873137349455513,7.045430049106973,0.14145828237872765,0.10980060653920222
32,3,3,10040,1024,8,4.532417444897304,32.85783991485642,0.17398605,0.48352144172547984,4.625941716729596,13.01463552796855,0.14001338909783603,0.08804800958648719,4.66336125642869,13.061837391427186,0.14934784318164512,0.08341604055775748
33,4,4,10040,1024,8,3.73287022988894,45.52193699986697,0.1546941,0.5526613147636043,4.65124323286815,8.238318506446456,0.1590268396856837,0.08721801528045572,4.659305280979678,8.022395471817882,0.1538995037194985,0.08196191011280896
34,5,5,10040,1024,8,4.101407040392953,59.62181578480158,0.1916098,0.4828566263108371,3.2871039787945917,11.890308148757779,0.16001108374723005,0.10065867893155522,3.2667018308500064,12.059960134003392,0.1624077964529029,0.12081195712431199
35,6,1,10040,1024,8,2.450004150089098,152.64374692370757,0.18622759,1.034477802209403,3.4311386144030207,6.774411213883901,0.1800591442798137,0.11533477239490132,3.429509165734707,6.75869416868225,0.18767607860506905,0.11036743918412717
36,7,2,10040,1024,8,4.924576891307448,101.88492790336711,0.24789344,0.7894603601684527,7.265673953099031,7.6285580144560186,0.2765143318943367,0.2647638008641568,7.315952876861868,6.900883871659739,0.27930258065068075,0.2700034233570905
37,8,3,10040,1024,8,4.28038710194545,27.428823520536397,0.2540425,0.37371341666904395,4.618219147184215,2.7323097363807154,0.26566906707426463,0.22061133650229325,4.595149230324256,2.9507291717991935,0.2651122683695055,0.23262074353849552
38,9,4,10040,1024,8,3.5874686335662016,177.05622281481953,0.1539434,1.002127242244052,3.2386526946548764,12.702975296041862,0.140118643924428,0.12149200247573722,3.2427193140964903,12.432068257399647,0.14493585445018609,0.11616639757571288
39,10,5,10040,1024,8,6.857123926540516,46.25465437096028,0.10825007,0.36556959587650123,6.604580837667564,24.098870373044026,0.14205247451272374,0.14959192643981034,6.621520516496426,23.96262866112808,0.14311048785436728,0.18019582788612057
40,11,1,10040,1024,8,7.872202561428028,147.18797018173473,0.093915485,0.977851019986146,4.801827108242042,8.589054064884145,0.20203177860501564,0.11264033371295651,4.798797320143413,8.222256378473382,0.20582211349820473,0.1396855169488614
41,12,2,10040,1024,8,6.724849655631851,106.59429877781074,0.23862706,0.8986815920470799,5.1906678743258885,10.679626076856392,0.1643162563271885,0.04294588926780605,5.202271331228423,11.007750724439166,0.15818478239884554,0.06403483274394857
42,13,3,10040,1024,8,5.296610021188883,48.653422503729026,0.18044168,0.5233396063566305,4.723596608415095,6.385983853510451,0.1744804491245711,0.1248202999281504,4.787278204182452,5.9362528814313045,0.17555489287976817,0.13659850789560946
43,14,4,10040,1024,8,9.938182968143193,156.98951275912896,0.26863623,1.013367560217632,7.193730114884526,13.377317450186489,0.18305106069834987,0.048402183547311295,7.223483442178689,13.39002295754032,0.18634614816598216,0.020771979603395233
44,15,5,10040,1024,8,6.276729527694227,161.19361902878018,0.17149343,1.0098401718638002,5.339102693856155,10.810694614354938,0.14789603870460827,0.06685745315290148,5.309704471976771,11.15397090437071,0.14812508462227628,0.12176279636575561
45,16,1,10040,1024,8,1.7346064433152726,109.6465628390732,0.23876381,0.9375996044693313,2.50444018552209,2.4040677538960455,0.20242947826819307,0.11994252139458744,2.546529940831532,2.767579168802846,0.20961387870770207,0.13261826561747955
46,17,2,10040,1024,8,6.751278465271295,66.03878644400156,0.21965732,0.7165558989679189,6.481152775609429,9.546838087948052,0.23485062295166229,0.05704846839005851,6.502602673669135,9.600894622444258,0.23669684224944146,0.06770675991847197
47,18,3,10040,1024,8,9.710453434806704,68.25123967072442,0.31620845,0.3968233832065285,6.016292953711226,11.375008403840656,0.2329863311780983,0.04966279935581584,6.043043441064978,11.15401609938508,0.23077527008865198,0.0570102298519111
48,19,4,10040,1024,8,8.877103489651278,36.871344764564405,0.34126943,0.6189901713584349,4.531319695373478,7.392100199383121,0.16809637306147326,0.043437853587402424,4.656501400429274,9.28664603879055,0.16004665945160995,0.06632574278646201
49,20,5,10040,1024,8,7.707978707370843,6.082057473307933,0.30313143,0.23557894096128637,2.5466431266526817,7.9759598715813125,0.16441997416821072,0.06633937015875907,2.5326197133852837,9.273945901969176,0.15791841872837056,0.07904394150434882
50,21,1,10040,1024,8,2.7499381657090933,9.108114234604782,0.13499673,0.056626066529765894,3.167671894132355,10.08759367599806,0.21243631304385832,0.013141929969820306,3.2078157712139417,10.401086876469346,0.21343380338900328,0.030945790138884197
51,22,2,10040,1024,8,2.915240876702213,107.75608741714785,0.20643996,0.9878523670682943,3.770080268903468,7.8613714024109225,0.21958153599953065,0.08258018528620173,3.5933578000616624,8.56081252521222,0.21999275758144693,0.05466950023724795
52,23,3,10040,1024,8,6.838907960468632,104.70729627334885,0.08133919,0.9044913742790605,5.162764764886305,10.180805513816145,0.23549454425082714,0.04841738389027894,5.239721063483812,10.221609035448719,0.23624280932116387,0.06883357841614192
53,24,4,10040,1024,8,3.3105610540406114,129.0112733371769,0.10605332,0.9768081222312994,0.7559603025635225,9.179176643056815,0.21706688883969985,0.05843058505909822,0.7812005865509953,9.66951718193722,0.21984337733310264,0.044931770981876666
54,25,5,10040,1024,8,9.29288653014865,102.52954709680091,0.23779526,0.8758496329061228,7.204078603178903,9.55882028094634,0.21606604726964954,0.070442488896771,7.262712318175933,8.934282467657107,0.2212582144354084,0.04064647918725605
55,26,1,10040,1024,8,10.228969875128353,58.891758276538795,0.062274963,0.40035025184640993,8.133717259508458,7.282216169247929,0.24947617446924197,0.06835067901141847,8.123919949116676,7.063882281525918,0.25078346137303215,0.06837946403359398
56,27,2,10040,1024,8,6.509816294909912,141.71191835222038,0.23520929,1.0560032680787292,3.7586551602579417,3.9544281006262247,0.23031291309063553,0.07678164378057906,3.783572587517254,4.650171818421581,0.23315854980415723,0.0592173905398158
57,28,3,10040,1024,8,9.687831360003228,28.214935733612855,0.10163233,0.3665673414580512,8.384616424265626,10.814121265167243,0.19322736102025925,0.047030555711550376,8.193096543369256,10.65718768830476,0.19470465572396028,0.08447215933997226
58,0,0,10040,1024,8,2.972428430684275,131.44466882982252,0.012797783,1.0270982940238214,0.0,0.01978234099259888,1.8872038223967858e-07,1.654757637205832e-07,0.0,0.0,8.218904133195688e-09,7.3997135260841345e-09
59,1,1,10040,1024,8,7.05107286746978,118.70721937609959,0.2110951,1.0439348903900467,6.02115585938184,6.7220992709772895,0.07399903287038524,0.08681090754416981,6.063531913206691,6.9680257207146274,0.0826240270218481,0.09334378355740719
60,2,2,10040,1024,8,5.8574549864942025,99.81253370832984,0.13235182,0.8216670861907199,7.761901701143569,7.774774922276757,0.1681520353961622,0.17155149163775874,7.723633976014169,7.61682492450646,0.17145979066019723,0.18168862018316842
61,3,3,10040,1024,8,1.4243652249253729,142.65264943223127,0.1368894,1.0094838436531777,1.9071884537418695,2.2582835502069227,0.2018764397097255,0.20576727173137999,2.0793321637136084,1.232332935385284,0.20573380387811296,0.24779204266149496
62,4,4,10040,1024,8,5.585670061334664,87.6672410528841,0.12097897,0.7339856359265164,5.0637221391794975,4.2810022034694715,0.20469044792272426,0.23372447327945792,5.1037983280579295,4.311984704523097,0.19939123656115745,0.26282880234115064
63,5,5,10040,1024,8,7.440282008754466,153.5326452934945,0.04691932,1.1617311283847342,5.88209093824616,4.910268245604009,0.25171351834277605,0.21827187854930344,5.849145065567748,5.075566549459249,0.25069681281814565,0.19276371123215524
64,6,1,10040,1024,8,7.137403079517381,76.98926093607771,0.28538218,0.8264977150450532,7.339531217753061,6.057582672234303,0.29977130656926376,0.20170307275187768,7.324050901944752,5.99853498939184,0.2927250887619032,0.19925963823784398
65,7,2,10040,1024,8,7.090800657681538,25.481527036367954,0.16956966,0.2655414613813494,8.110782107815389,7.253775981050786,0.2369822125466725,0.23516626715705644,8.344780969050296,5.973984862611303,0.2452929635861257,0.26984413414264025
66,8,3,10040,1024,8,10.604504211394282,89.8046384522996,0.33788633,0.943142173048343,11.261651654320225,12.404467223559212,0.3226945126217315,0.38997084091047435,11.23402957554711,12.50295463354163,0.3235329298861633,0.35614929051650845
67,9,4,10040,1024,8,8.777940106483,162.02725644644275,0.40510938,0.9935107650801267,9.034266825097738,10.539203001163546,0.25925478072802854,0.319529880619517,9.065805814503562,9.420821027627404,0.26155993433699803,0.3220990201432118
68,10,5,10040,1024,8,4.078135158841646,9.54851503022989,0.30938825,0.3822995869809568,5.138809631764948,3.0405490047641597,0.20046557779534213,0.22321758407183856,5.279226732470451,4.244255645879633,0.20326469343515574,0.26313345215687906
69,11,1,10040,1024,8,9.48696734252162,144.64456574436167,0.28721595,1.169929268072835,8.501697121083996,11.782439842448921,0.2342835823989239,0.24844293941845277,8.42653419400501,12.027580714860811,0.2345389358801556,0.25200152097232026
70,12,2,10040,1024,8,9.814939682558611,121.27329226902124,0.27070707,0.9201895508691117,7.147620536151553,9.829744070868047,0.27391928790944986,0.2138528367569921,7.324087108232303,10.72283044600205,0.2694176775528392,0.19728239742832845
71,13,3,10040,1024,8,11.586703416034878,17.815524950772854,0.2548703,0.3711873077350783,10.871006228173965,7.717866815877879,0.24863539996801046,0.26739447382713427,10.908391876297799,6.248513622114696,0.23853381346304028,0.25299150282601723
72,14,4,10040,1024,8,11.8486588503196,28.456131268583285,0.29928318,0.5078874431743712,10.209792233713317,7.587639832860484,0.2429811462928187,0.2183631369932125,10.16014695773211,6.79494290121898,0.24311751310526813,0.1949021400202883
73,15,5,10040,1024,8,15.162809627838483,130.41094281700146,0.17056158,0.8895810645358797,13.658810726739917,12.827025770112304,0.25071310991429174,0.17195896635343147,13.57750492806335,10.83047233159738,0.24125232371564284,0.17279131345064197
74,16,1,10040,1024,8,12.389018052060848,132.24940312129914,0.3435846,0.8608955639856338,11.391166879802919,7.505607928793696,0.3426609442497187,0.1952344904448015,11.384088157900209,7.3036452409559045,0.35922393284369064,0.20809035248557384
75,17,2,10040,1024,8,15.563898652057798,28.442253474327735,0.19298385,0.26263671788619897,14.566968791681706,10.985338283593066,0.34195966889140716,0.2375148207161603,14.522135042379642,10.122289054103323,0.3442738958851913,0.2526960184697287
76,18,3,10040,1024,8,9.407279106894572,11.388919940207323,0.3951024,0.31704185156003456,7.556123318343327,11.516513486220765,0.3078725775502113,0.2591724767598374,7.6206468045250535,12.468711582838413,0.3183696183443751,0.25770187231454983
77,19,4,10040,1024,8,16.088116774981724,42.262814297895055,0.28283092,0.24445759744302037,14.428345952542834,13.101091149166256,0.3322455877017772,0.27579894928977206,14.403181512091974,11.84572093466883,0.32193009265841327,0.2711673897646132
78,20,5,10040,1024,8,9.88154872910551,146.30658226093672,0.31134284,1.0375797588815183,8.198874120590961,9.858102913252893,0.33710562183617704,0.25301366221447175,8.223112967688706,11.00266433659891,0.32630371689020266,0.2432235896716962
79,21,1,10040,1024,8,17.443573382667466,104.7177622873415,0.29749626,0.9028853048875966,16.287752033372698,15.748059777370385,0.37619231607073284,0.19982591548023512,16.1708050389506,15.637156941025205,0.39008607682310803,0.21087800829717898
80,22,2,10040,1024,8,17.851545798678206,95.65351173448143,0.273862,0.5591099098248264,15.382020633458088,13.03692181639861,0.4159713846333211,0.26787136451272037,15.456014869579727,12.033855718579174,0.4194184008251351,0.2610142578633771
81,23,3,10040,1024,8,12.02480345620284,33.84817755809619,0.35684714,0.3860179530163513,11.279581212896057,10.966062189382349,0.39149468280129035,0.2821315997308331,11.324028200339178,11.54122083400046,0.3804185537633604,0.286564523496792
82,24,4,10040,1024,8,15.457288891209243,46.89034736883212,0.30110902,0.5273987510009644,15.286529630643289,11.603223303244556,0.2895418654956798,0.2837240768080775,15.30080774601841,10.496772017037484,0.2887806885530318,0.26784136238568107
83,25,5,10040,1024,8,18.44177942624913,150.91945339485946,0.34894067,0.77835326931451,18.47328600114157,14.227938752290733,0.29183844633310396,0.2915346170755485,18.48438665894312,11.374598522517836,0.29718753215476235,0.24159791982039294
84,26,1,10040,1024,8,15.468279194486403,98.26465706980777,0.37862077,0.9360532781687906,12.453680101798819,14.250312920411414,0.3978265839119853,0.2098762599459405,12.726151653248731,14.279135346753717,0.41262218170294895,0.20875557901975278
85,27,2,10040,1024,8,16.928197256519606,156.92362418653153,0.25606915,0.9641705087618033,15.410912415751422,9.780603095182375,0.37526576911493154,0.2089888018062884,15.391752401885531,9.787102032769944,0.36948567494403045,0.1959177729816787
86,28,3,10040,1024,8,15.762065971487425,54.7230472824123,0.3398552,0.4762876973730065,13.912840130792402,8.375828514806415,0.3635033043194169,0.18892941166263497,13.800239901603979,9.09528513710302,0.3739277328927456,0.19184010929249862
87,0,0,10040,1024,8,2.972428430684275,84.92569943421746,0.012797843,0.7867970419705255,0.01978234187693843,0.01398822750703646,2.368283654120146e-07,2.240684788650575e-07,0.0,0.0,5.646786370857402e-08,3.7195484237426934e-08
88,1,1,10040,1024,8,11.58360843327214,107.56869695309521,0.16130407,1.1078529029447877,10.01397000102712,10.17811218802314,0.05315587862408664,0.05240890269113783,10.066502455432,10.281925402568369,0.057348803545167935,0.05745402324508516
89,2,2,10040,1024,8,9.797254071631922,30.41868242939763,0.18513522,0.2639413840288099,9.42161136313904,12.362780632215694,0.1574386977253249,0.12118018638078232,9.456014356315837,12.460318632820085,0.1591234701362086,0.1280272875023861
90,3,3,10040,1024,8,9.272816225570079,53.55050343255369,0.08688323,0.5989367836725407,7.866151127610026,16.627658010165614,0.16680048932657268,0.11674870236878107,8.030986515876771,17.507823080004282,0.17080064460155767,0.13189065484073376
91,4,4,10040,1024,8,11.847294912544625,177.43596426187244,0.115383916,1.2461159798328825,12.049629291903187,16.632518773991006,0.1537025351747151,0.1110264725778286,12.126367741843666,16.61278862117949,0.14200293241301776,0.18082585159051362
92,5,5,10040,1024,8,3.629898387117684,2.7698615646704887,0.15458043,0.13746941061727652,3.0955318709867488,28.027625789581244,0.17078448622107728,0.1799918320625227,3.3846969786532783,28.20492402688811,0.17211938389170853,0.2871834296742461
93,6,1,10040,1024,8,5.664342785060242,163.41099560138565,0.34389386,0.796984643495946,7.850737348015123,7.203944224270219,0.22845711049008102,0.10479048642272462,7.928432902330183,7.492459298926142,0.2368656872521472,0.1654318384179783
94,7,2,10040,1024,8,10.376496592689225,9.303754435932793,0.33248866,0.3681349834178885,8.889392097304924,12.314648077927265,0.23075330988207904,0.09027862357813915,8.948429475337855,12.263768756960106,0.2270915433823568,0.06858028000745087
95,8,3,10040,1024,8,6.2424009326806535,94.69524341466814,0.20060392,0.777732277637761,2.3518898060329216,15.018762640715401,0.22459515300077534,0.1074217976983015,2.4917184461542465,15.556102128519177,0.2181280834559914,0.1549365909154971
96,9,4,10040,1024,8,5.958450695060545,60.75860323724059,0.36774912,0.5441463553277087,6.600798716861064,14.532177359139673,0.12903100042106116,0.18800303469510377,6.733098957152119,14.449298788969699,0.13683399570486537,0.13148759051374095
97,10,5,10040,1024,8,3.260267105085278,47.147884908860156,0.2430691,0.48237232034719274,3.1632986737239843,16.18541822790025,0.12446844123672406,0.253281800772138,3.302425364609456,16.93012775637003,0.145373459242249,0.31539957147356285
98,11,1,10040,1024,8,12.782467111337175,109.4280876745589,0.17621426,0.7615087211710356,8.784466733487667,12.518163854136253,0.261876196265165,0.11130583892154014,8.308743415317126,12.241530883326487,0.27233396886815636,0.09627600993273075
99,12,2,10040,1024,8,9.531824100598136,131.58245456613358,0.24761242,0.9250588497127061,7.615931500176484,11.282680334170983,0.260092954000234,0.11385402131750864,7.417287664457071,11.12505652514348,0.2679749379429101,0.1522307082550139
100,13,3,10040,1024,8,9.72930578492601,48.743321380458596,0.29680666,0.550809377843269,5.3295621189293065,14.528488946911983,0.234045238507642,0.14177547081061617,5.4452247184582285,14.986216749230021,0.2196789812041603,0.11074561461746685
101,14,4,10040,1024,8,9.266201384313696,9.596830956612973,0.27002,0.17619614476689438,9.146301235944232,11.805193022542303,0.17403193217230284,0.1748287548182768,9.321314656076002,12.304772498969763,0.166546462410829,0.20524581307860695
102,15,5,10040,1024,8,7.566700568702558,179.7491545787676,0.32443687,1.0539205722448186,7.4663532782926785,20.508802767567442,0.3278827537454669,0.17953511608489953,7.545168154078037,20.529672028408665,0.3276191853521133,0.22505720368459145
103,16,1,10040,1024,8,12.457626999528838,35.365815795609024,0.32744497,0.3628882900129973,9.952881628371795,9.522940234979622,0.37801203541759654,0.13914197987469387,9.919872604203809,9.259914077776012,0.3680211018545696,0.132829288508782
104,17,2,10040,1024,8,15.16711767609823,115.40921275757066,0.42281967,0.848667717814607,13.34346296068693,9.447352173845244,0.38894507769782005,0.14070151824176352,13.302231571764251,8.54199513939036,0.3791726181482099,0.08468814188186388
105,18,3,10040,1024,8,10.067319018870707,38.18875156880634,0.39520347,0.33975357741039963,8.251107678346806,4.375571831063529,0.18767684303763257,0.22183979082793837,8.002451650069075,4.987723423199999,0.17327315215254505,0.1643447671182221
106,19,4,10040,1024,8,10.783171941540372,15.84542646921095,0.3465495,0.4233799872224166,8.944207738561483,12.475153135204913,0.25959559448812886,0.2587127107572066,8.696801037483752,12.63546939982184,0.25394718209777917,0.22566273689088331
107,20,5,10040,1024,8,15.04127399079848,70.45545131695208,0.2944137,0.5679506226809714,14.179048005765814,11.899035260753921,0.19269478226466552,0.26458893676821377,14.14426306733907,10.812313872065442,0.18823877271662684,0.2991910865546408
108,21,1,10040,1024,8,15.638995548797443,30.608189074938924,0.20123342,0.23218500955617496,14.093453144443421,6.583747913037838,0.3166992320315844,0.16745509803953043,14.013011706166514,6.061604698537258,0.31538222225546847,0.18498177683832057
109,22,2,10040,1024,8,10.147067340221719,170.72400974107478,0.21829198,1.0762482561977331,9.92670401873658,6.055769354607328,0.34064385724296253,0.15343886669089737,9.940199281484267,6.10679179708286,0.35005369887637605,0.19066584604015918
110,23,3,10040,1024,8,15.179121688061112,21.813455930332758,0.2614563,0.3636575567475572,14.251591033387998,17.372025844971713,0.4717699133481059,0.2284370767374414,14.144748586684752,17.54974563641999,0.47246540233654666,0.21482798013827722
111,24,4,10040,1024,8,12.923064738808986,146.96258684441872,0.3299676,1.0583137386548553,13.382230228779541,6.824568851869981,0.3714369356497894,0.2183153179159853,13.394944960848774,6.598747681177428,0.37471174987873773,0.2387515127445132
112,25,5,10040,1024,8,5.9494956182935645,177.23245478176946,0.28961843,1.0235761500019944,5.536903420388595,9.133475340652124,0.3241385441167296,0.24815734722427504,5.611976670376055,9.991834848782812,0.3290620012388246,0.23873395441730938
113,26,1,10040,1024,8,8.953262754600441,126.98670045668159,0.37912542,0.8540385218162635,7.411037414557636,4.884562930013062,0.4048764853914407,0.18098728980568415,7.357834421547899,5.50974234082019,0.3924087595038354,0.17122350521330115
114,27,2,10040,1024,8,14.879908139848117,92.68691407998556,0.33418444,0.7023207807178553,13.69618698126433,9.017084777988554,0.49462443149835933,0.21097653015002515,13.889396959287058,8.721825540660394,0.4916567014365682,0.19722251811217198
115,28,3,10040,1024,8,8.748081418398588,31.349819400602293,0.19444823,0.5749561731210769,7.925576544819507,7.555821870419928,0.47100392364615373,0.18516956302296475,7.8650158984209275,8.085167828570615,0.4796964790800324,0.262055343417913
116,0,0,10040,1024,8,2.972428430684275,45.91624629671524,0.012797774,0.4667645653658594,0.024228320840277217,0.013988227611256877,2.3248279336661372e-07,2.535253703777371e-07,0.0,0.0,2.1747904736919385e-08,1.7938991366929193e-08
117,1,1,10040,1024,8,9.465768302455984,90.51237403523498,0.09182234,0.8435134281442342,8.966187481593565,8.653084951305205,0.06683044892188424,0.05684776114331683,8.941684004773133,8.635644082924776,0.05189845898770553,0.04513098313507347
118,2,2,10040,1024,8,3.8429785533371374,146.99358788050748,0.13233389,1.2130330036078005,7.926114524745627,8.029507454235885,0.0755121686759183,0.07271717856751729,7.708790503820471,7.9581571795815655,0.07806243593212255,0.07234587191550094
119,3,3,10040,1024,8,10.961008805572794,95.25464065246283,0.16946885,0.8962410065542528,11.047306309175251,17.91892950296178,0.12145409022876978,0.10285133994971461,11.073246946906467,18.007770265107748,0.11554310508077206,0.09970224492442917
