data_tag,num_points,num_kp,new_base_r,new_child_r,new_base_t,new_child_t
val,64,8,8.634888465915617,9.658148506952907,0.12563587845613736,0.1302511166452647
val,32,8,5.03890428884576,4.957680773977373,0.07469382181256544,0.0738646032376535
val,32,8,3.8606250590483007,3.8774165820371547,0.11499484936861332,0.11302154365659706
val,1024,8,3.0787903675119757,3.7247563390291485,0.032356739792102344,0.030931294571421113
val,1024,8,6.268572119972448,14.301692842074512,0.1315885082018984,0.12877674958848753
val,1024,8,6.268572119972448,14.301692842074512,0.1315885082018984,0.12877674958848753
val,1024,8,6.268572119972448,14.301692842074512,0.1315885082018984,0.12877674958848753
val,1024,8,8.80938941761769,14.374322229084267,0.15866712714153866,0.13665147655483767
