key_dis,count,mean,median,std,min,max
0,13,0.01073312836190639,0.0139882275070364,0.009336826890602171,0.0,0.0242283208101913
1,78,12.251136196650151,11.347429438284905,5.330331870883261,2.404067753896045,31.98049208312736
2,78,13.11270249815738,11.52427324308769,6.943169990378351,3.915784891998264,40.53823602727388
3,78,15.222908258811435,14.22086094768031,8.01957521286149,2.2582835502069227,45.01318046273296
4,65,16.00990081181646,13.377317450186489,8.551119674390787,4.281002203469472,47.408242020968615
5,65,18.65492514685715,16.9382059802727,9.949852695495537,3.04054900476416,54.082619401237096
